investor_id,gap_days,status
INV002062,74.0,At Risk
INV002063,54.0,At Risk
INV002064,178.0,At Risk
INV002065,270.0,At Risk
INV002066,130.0,At Risk
INV002067,130.0,At Risk
INV002068,221.0,At Risk
INV002069,86.0,At Risk
INV002070,118.0,At Risk
INV002071,306.0,At Risk
INV002072,266.0,At Risk
INV002073,223.0,At Risk
INV002074,104.0,At Risk
INV002075,126.0,At Risk
INV002076,,Active
INV002077,192.0,At Risk
INV002078,54.0,At Risk
INV002079,122.0,At Risk
INV002080,95.0,At Risk
INV002081,107.0,At Risk
INV002082,125.0,At Risk
INV002083,193.0,At Risk
INV002084,,Active
INV002085,191.0,At Risk
INV002086,,Active
INV002087,126.0,At Risk
INV002088,182.0,At Risk
INV002089,145.0,At Risk
INV002090,144.0,At Risk
INV002091,,Active
INV002092,81.0,At Risk
INV002093,82.0,At Risk
INV002094,220.0,At Risk
INV002095,96.0,At Risk
INV002096,202.0,At Risk
INV002097,41.0,At Risk
INV002098,131.0,At Risk
INV002099,268.0,At Risk
INV002100,119.0,At Risk
INV002101,120.0,At Risk
INV002102,130.0,At Risk
INV002103,43.0,At Risk
INV002104,135.0,At Risk
INV002105,,Active
INV002106,170.0,At Risk
INV002107,249.0,At Risk
INV002108,317.0,At Risk
INV002109,79.0,At Risk
INV002110,121.0,At Risk
INV002111,101.0,At Risk
INV002112,147.0,At Risk
INV002113,201.0,At Risk
INV002114,162.0,At Risk
INV002115,106.0,At Risk
INV002116,53.0,At Risk
INV002117,208.0,At Risk
INV002118,57.0,At Risk
INV002119,195.0,At Risk
INV002120,173.0,At Risk
INV002121,88.0,At Risk
INV002122,97.0,At Risk
INV002123,97.0,At Risk
INV002124,169.0,At Risk
INV002125,88.0,At Risk
INV002126,153.0,At Risk
INV002127,92.0,At Risk
INV002128,170.0,At Risk
INV002129,156.0,At Risk
INV002130,94.0,At Risk
INV002131,129.0,At Risk
INV002132,33.0,Active
INV002133,272.0,At Risk
INV002134,102.0,At Risk
INV002135,139.0,At Risk
INV002136,183.0,At Risk
INV002137,125.0,At Risk
INV002138,177.0,At Risk
INV002139,170.0,At Risk
INV002140,187.0,At Risk
INV002141,84.0,At Risk
INV002142,162.0,At Risk
INV002143,148.0,At Risk
INV002144,127.0,At Risk
INV002145,134.0,At Risk
INV002146,175.0,At Risk
INV002147,347.0,At Risk
INV002148,268.0,At Risk
INV002149,215.0,At Risk
INV002150,216.0,At Risk
INV002151,201.0,At Risk
INV002152,126.0,At Risk
INV002153,133.0,At Risk
INV002154,175.0,At Risk
INV002155,140.0,At Risk
INV002156,174.0,At Risk
INV002157,86.0,At Risk
INV002158,142.0,At Risk
INV002159,104.0,At Risk
INV002160,64.0,At Risk
INV002161,264.0,At Risk
INV002162,198.0,At Risk
INV002163,306.0,At Risk
INV002164,89.0,At Risk
INV002165,156.0,At Risk
INV002166,248.0,At Risk
INV002167,77.0,At Risk
INV002168,343.0,At Risk
INV002169,193.0,At Risk
INV002170,150.0,At Risk
INV002171,150.0,At Risk
INV002172,205.0,At Risk
INV002173,148.0,At Risk
INV002174,143.0,At Risk
INV002175,92.0,At Risk
INV002176,185.0,At Risk
INV002177,141.0,At Risk
INV002178,236.0,At Risk
INV002179,171.0,At Risk
INV002180,175.0,At Risk
INV002181,164.0,At Risk
INV002182,146.0,At Risk
INV002183,146.0,At Risk
INV002184,167.0,At Risk
INV002185,92.0,At Risk
INV002186,112.0,At Risk
INV002187,122.0,At Risk
INV002188,85.0,At Risk
INV002189,153.0,At Risk
INV002190,121.0,At Risk
INV002191,282.0,At Risk
INV002192,95.0,At Risk
INV002193,142.0,At Risk
INV002194,,Active
INV002195,154.0,At Risk
INV002196,115.0,At Risk
INV002197,272.0,At Risk
INV002198,90.0,At Risk
INV002199,83.0,At Risk
INV002200,291.0,At Risk
INV002201,136.0,At Risk
INV002202,143.0,At Risk
INV002203,128.0,At Risk
INV002204,215.0,At Risk
INV002205,243.0,At Risk
INV002206,107.0,At Risk
INV002207,252.0,At Risk
INV002208,129.0,At Risk
INV002209,271.0,At Risk
INV002210,,Active
INV002211,109.0,At Risk
INV002212,158.0,At Risk
INV002213,121.0,At Risk
INV002214,82.0,At Risk
INV002215,122.0,At Risk
INV002216,128.0,At Risk
INV002217,151.0,At Risk
INV002218,147.0,At Risk
INV002219,142.0,At Risk
INV002220,67.0,At Risk
INV002221,214.0,At Risk
INV002222,222.0,At Risk
INV002223,259.0,At Risk
INV002224,299.0,At Risk
INV002225,148.0,At Risk
INV002226,65.0,At Risk
INV002227,96.0,At Risk
INV002228,86.0,At Risk
INV002229,101.0,At Risk
INV002230,114.0,At Risk
INV002231,,Active
INV002232,174.0,At Risk
INV002233,,Active
INV002234,96.0,At Risk
INV002235,137.0,At Risk
INV002236,119.0,At Risk
INV002237,142.0,At Risk
INV002238,161.0,At Risk
INV002239,131.0,At Risk
INV002240,118.0,At Risk
INV002241,124.0,At Risk
INV002242,227.0,At Risk
INV002243,389.0,At Risk
INV002244,129.0,At Risk
INV002245,146.0,At Risk
INV002246,91.0,At Risk
INV002247,33.0,Active
INV002248,73.0,At Risk
INV002249,109.0,At Risk
INV002250,114.0,At Risk
INV002251,114.0,At Risk
INV002252,89.0,At Risk
INV002253,124.0,At Risk
INV002254,,Active
INV002255,148.0,At Risk
INV002256,115.0,At Risk
INV002257,273.0,At Risk
INV002258,165.0,At Risk
INV002259,124.0,At Risk
INV002260,129.0,At Risk
INV002261,147.0,At Risk
INV002262,58.0,At Risk
INV002263,,Active
INV002264,197.0,At Risk
INV002265,119.0,At Risk
INV002266,276.0,At Risk
INV002267,149.0,At Risk
INV002268,15.0,Active
INV002269,380.0,At Risk
INV002270,105.0,At Risk
INV002271,102.0,At Risk
INV002272,196.0,At Risk
INV002273,137.0,At Risk
INV002274,125.0,At Risk
INV002275,77.0,At Risk
INV002276,85.0,At Risk
INV002277,96.0,At Risk
INV002278,402.0,At Risk
INV002279,92.0,At Risk
INV002280,182.0,At Risk
INV002281,162.0,At Risk
INV002282,102.0,At Risk
INV002283,162.0,At Risk
INV002284,87.0,At Risk
INV002285,12.0,Active
INV002286,202.0,At Risk
INV002287,193.0,At Risk
INV002288,97.0,At Risk
INV002289,10.0,Active
INV002290,97.0,At Risk
INV002291,148.0,At Risk
INV002292,126.0,At Risk
INV002293,65.0,At Risk
INV002294,163.0,At Risk
INV002295,126.0,At Risk
INV002296,242.0,At Risk
INV002297,255.0,At Risk
INV002298,165.0,At Risk
INV002299,122.0,At Risk
INV002300,216.0,At Risk
INV002301,335.0,At Risk
INV002302,93.0,At Risk
INV002303,,Active
INV002304,57.0,At Risk
INV002305,12.0,Active
INV002306,270.0,At Risk
INV002307,127.0,At Risk
INV002308,74.0,At Risk
INV002309,0.0,Active
INV002310,97.0,At Risk
INV002311,105.0,At Risk
INV002312,228.0,At Risk
INV002313,,Active
INV002314,181.0,At Risk
INV002315,163.0,At Risk
INV002316,295.0,At Risk
INV002317,22.0,Active
INV002318,283.0,At Risk
INV002319,123.0,At Risk
INV002320,85.0,At Risk
INV002321,,Active
INV002322,100.0,At Risk
INV002323,161.0,At Risk
INV002324,96.0,At Risk
INV002325,112.0,At Risk
INV002326,156.0,At Risk
INV002327,96.0,At Risk
INV002328,98.0,At Risk
INV002329,88.0,At Risk
INV002330,48.0,At Risk
INV002331,238.0,At Risk
INV002332,170.0,At Risk
INV002333,173.0,At Risk
INV002334,194.0,At Risk
INV002335,151.0,At Risk
INV002336,,Active
INV002337,46.0,At Risk
INV002338,178.0,At Risk
INV002339,124.0,At Risk
INV002340,18.0,Active
INV002341,80.0,At Risk
INV002342,174.0,At Risk
INV002343,90.0,At Risk
INV002344,166.0,At Risk
INV002345,151.0,At Risk
INV002346,146.0,At Risk
INV002347,79.0,At Risk
INV002348,120.0,At Risk
INV002349,77.0,At Risk
INV002350,132.0,At Risk
INV002351,117.0,At Risk
INV002352,123.0,At Risk
INV002353,124.0,At Risk
INV002354,,Active
INV002355,267.0,At Risk
INV002356,21.0,Active
INV002357,139.0,At Risk
INV002358,209.0,At Risk
INV002359,,Active
INV002360,91.0,At Risk
INV002361,166.0,At Risk
INV002362,,Active
INV002363,126.0,At Risk
INV002364,106.0,At Risk
INV002365,127.0,At Risk
INV002366,242.0,At Risk
INV002367,134.0,At Risk
INV002368,141.0,At Risk
INV002369,111.0,At Risk
INV002370,225.0,At Risk
INV002371,86.0,At Risk
INV002372,121.0,At Risk
INV002373,111.0,At Risk
INV002374,99.0,At Risk
INV002375,103.0,At Risk
INV002376,14.0,Active
INV002377,164.0,At Risk
INV002378,108.0,At Risk
INV002379,173.0,At Risk
INV002380,195.0,At Risk
INV002381,125.0,At Risk
INV002382,77.0,At Risk
INV002383,145.0,At Risk
INV002384,86.0,At Risk
INV002385,41.0,At Risk
INV002386,,Active
INV002387,174.0,At Risk
INV002388,155.0,At Risk
INV002389,126.0,At Risk
INV002390,193.0,At Risk
INV002391,74.0,At Risk
INV002392,122.0,At Risk
INV002393,171.0,At Risk
INV002394,126.0,At Risk
INV002395,225.0,At Risk
INV002396,200.0,At Risk
INV002397,129.0,At Risk
INV002398,,Active
INV002399,125.0,At Risk
INV002400,141.0,At Risk
INV002401,125.0,At Risk
INV002402,136.0,At Risk
INV002403,244.0,At Risk
INV002404,91.0,At Risk
INV002405,158.0,At Risk
INV002406,58.0,At Risk
INV002407,152.0,At Risk
INV002408,107.0,At Risk
INV002409,119.0,At Risk
INV002410,,Active
INV002411,303.0,At Risk
INV002412,115.0,At Risk
INV002413,189.0,At Risk
INV002414,348.0,At Risk
INV002415,110.0,At Risk
INV002416,192.0,At Risk
INV002417,190.0,At Risk
INV002418,119.0,At Risk
INV002419,181.0,At Risk
INV002420,109.0,At Risk
INV002421,51.0,At Risk
INV002422,139.0,At Risk
INV002423,168.0,At Risk
INV002424,109.0,At Risk
INV002425,97.0,At Risk
INV002426,148.0,At Risk
INV002427,70.0,At Risk
INV002428,291.0,At Risk
INV002429,125.0,At Risk
INV002430,139.0,At Risk
INV002431,96.0,At Risk
INV002432,289.0,At Risk
INV002433,,Active
INV002434,133.0,At Risk
INV002435,122.0,At Risk
INV002436,216.0,At Risk
INV002437,140.0,At Risk
INV002438,218.0,At Risk
INV002439,30.0,Active
INV002440,135.0,At Risk
INV002441,150.0,At Risk
INV002442,89.0,At Risk
INV002443,,Active
INV002444,104.0,At Risk
INV002445,113.0,At Risk
INV002446,152.0,At Risk
INV002447,327.0,At Risk
INV002448,84.0,At Risk
INV002449,148.0,At Risk
INV002450,154.0,At Risk
INV002451,272.0,At Risk
INV002452,99.0,At Risk
INV002453,87.0,At Risk
INV002454,121.0,At Risk
INV002455,,Active
INV002456,448.0,At Risk
INV002457,300.0,At Risk
INV002458,95.0,At Risk
INV002459,91.0,At Risk
INV002460,238.0,At Risk
INV002461,156.0,At Risk
INV002462,,Active
INV002463,232.0,At Risk
INV002464,97.0,At Risk
INV002465,286.0,At Risk
INV002466,108.0,At Risk
INV002467,111.0,At Risk
INV002468,117.0,At Risk
INV002469,121.0,At Risk
INV002470,,Active
INV002471,98.0,At Risk
INV002472,113.0,At Risk
INV002473,320.0,At Risk
INV002474,,Active
INV002475,119.0,At Risk
INV002476,104.0,At Risk
INV002477,58.0,At Risk
INV002478,71.0,At Risk
INV002479,260.0,At Risk
INV002480,,Active
INV002481,208.0,At Risk
INV002482,,Active
INV002483,180.0,At Risk
INV002484,112.0,At Risk
INV002485,74.0,At Risk
INV002486,129.0,At Risk
INV002487,87.0,At Risk
INV002488,111.0,At Risk
INV002489,144.0,At Risk
INV002490,125.0,At Risk
INV002491,195.0,At Risk
INV002492,,Active
INV002493,276.0,At Risk
INV002494,340.0,At Risk
INV002495,174.0,At Risk
INV002496,85.0,At Risk
INV002497,146.0,At Risk
INV002498,271.0,At Risk
INV002499,101.0,At Risk
INV002500,130.0,At Risk
INV002501,,Active
INV002502,222.0,At Risk
INV002503,140.0,At Risk
INV002504,188.0,At Risk
INV002505,171.0,At Risk
INV002506,81.0,At Risk
INV002507,159.0,At Risk
INV002508,171.0,At Risk
INV002509,74.0,At Risk
INV002510,121.0,At Risk
INV002511,302.0,At Risk
INV002512,174.0,At Risk
INV002513,99.0,At Risk
INV002514,347.0,At Risk
INV002515,222.0,At Risk
INV002516,77.0,At Risk
INV002517,,Active
INV002518,128.0,At Risk
INV002519,,Active
INV002520,118.0,At Risk
INV002521,126.0,At Risk
INV002522,,Active
INV002523,133.0,At Risk
INV002524,232.0,At Risk
INV002525,212.0,At Risk
INV002526,136.0,At Risk
INV002527,72.0,At Risk
INV002528,241.0,At Risk
INV002529,202.0,At Risk
INV002530,175.0,At Risk
INV002531,135.0,At Risk
INV002532,223.0,At Risk
INV002533,134.0,At Risk
INV002534,221.0,At Risk
INV002535,78.0,At Risk
INV002536,198.0,At Risk
INV002537,,Active
INV002538,250.0,At Risk
INV002539,65.0,At Risk
INV002540,173.0,At Risk
INV002541,151.0,At Risk
INV002542,84.0,At Risk
INV002543,92.0,At Risk
INV002544,,Active
INV002545,298.0,At Risk
INV002546,88.0,At Risk
INV002547,104.0,At Risk
INV002548,226.0,At Risk
INV002549,186.0,At Risk
INV002550,131.0,At Risk
INV002551,164.0,At Risk
INV002552,85.0,At Risk
INV002553,92.0,At Risk
INV002554,182.0,At Risk
INV002555,117.0,At Risk
INV002556,134.0,At Risk
INV002557,264.0,At Risk
INV002558,96.0,At Risk
INV002559,99.0,At Risk
INV002560,127.0,At Risk
INV002561,82.0,At Risk
INV002562,,Active
INV002563,124.0,At Risk
INV002564,110.0,At Risk
INV002565,172.0,At Risk
INV002566,127.0,At Risk
INV002567,107.0,At Risk
INV002568,144.0,At Risk
INV002569,19.0,Active
INV002570,150.0,At Risk
INV002571,165.0,At Risk
INV002572,108.0,At Risk
INV002573,,Active
INV002574,139.0,At Risk
INV002575,128.0,At Risk
INV002576,160.0,At Risk
INV002577,78.0,At Risk
INV002578,172.0,At Risk
INV002579,71.0,At Risk
INV002580,65.0,At Risk
INV002581,,Active
INV002582,93.0,At Risk
INV002583,118.0,At Risk
INV002584,205.0,At Risk
INV002585,74.0,At Risk
INV002586,168.0,At Risk
INV002587,271.0,At Risk
INV002588,123.0,At Risk
INV002589,,Active
INV002590,125.0,At Risk
INV002591,91.0,At Risk
INV002592,222.0,At Risk
INV002593,210.0,At Risk
INV002594,165.0,At Risk
INV002595,140.0,At Risk
INV002596,325.0,At Risk
INV002597,301.0,At Risk
INV002598,146.0,At Risk
INV002599,234.0,At Risk
INV002600,133.0,At Risk
INV002601,214.0,At Risk
INV002602,104.0,At Risk
INV002603,170.0,At Risk
INV002604,218.0,At Risk
INV002605,256.0,At Risk
INV002606,239.0,At Risk
INV002607,227.0,At Risk
INV002608,177.0,At Risk
INV002609,122.0,At Risk
INV002610,256.0,At Risk
INV002611,181.0,At Risk
INV002612,162.0,At Risk
INV002613,74.0,At Risk
INV002614,76.0,At Risk
INV002615,,Active
INV002616,223.0,At Risk
INV002617,219.0,At Risk
INV002618,,Active
INV002619,146.0,At Risk
INV002620,345.0,At Risk
INV002621,170.0,At Risk
INV002622,170.0,At Risk
INV002623,,Active
INV002624,103.0,At Risk
INV002625,143.0,At Risk
INV002626,191.0,At Risk
INV002627,137.0,At Risk
INV002628,322.0,At Risk
INV002629,227.0,At Risk
INV002630,134.0,At Risk
INV002631,178.0,At Risk
INV002632,148.0,At Risk
INV002633,101.0,At Risk
INV002634,50.0,At Risk
INV002635,127.0,At Risk
INV002636,118.0,At Risk
INV002637,132.0,At Risk
INV002638,148.0,At Risk
INV002639,55.0,At Risk
INV002640,93.0,At Risk
INV002641,133.0,At Risk
INV002642,119.0,At Risk
INV002643,229.0,At Risk
INV002644,,Active
INV002645,108.0,At Risk
INV002646,,Active
INV002647,153.0,At Risk
INV002648,190.0,At Risk
INV002649,174.0,At Risk
INV002650,211.0,At Risk
INV002651,127.0,At Risk
INV002652,156.0,At Risk
INV002653,,Active
INV002654,102.0,At Risk
INV002655,235.0,At Risk
INV002656,216.0,At Risk
INV002657,272.0,At Risk
INV002658,223.0,At Risk
INV002659,141.0,At Risk
INV002660,210.0,At Risk
INV002661,60.0,At Risk
INV002662,262.0,At Risk
INV002663,,Active
INV002664,115.0,At Risk
INV002665,,Active
INV002666,118.0,At Risk
INV002667,,Active
INV002668,114.0,At Risk
INV002669,201.0,At Risk
INV002670,230.0,At Risk
INV002671,114.0,At Risk
INV002672,,Active
INV002673,106.0,At Risk
INV002674,100.0,At Risk
INV002675,96.0,At Risk
INV002676,110.0,At Risk
INV002677,185.0,At Risk
INV002678,,Active
INV002679,135.0,At Risk
INV002680,240.0,At Risk
INV002681,161.0,At Risk
INV002682,92.0,At Risk
INV002683,14.0,Active
INV002684,153.0,At Risk
INV002685,224.0,At Risk
INV002686,205.0,At Risk
INV002687,173.0,At Risk
INV002688,89.0,At Risk
INV002689,71.0,At Risk
INV002690,252.0,At Risk
INV002691,384.0,At Risk
INV002692,124.0,At Risk
INV002693,63.0,At Risk
INV002694,194.0,At Risk
INV002695,,Active
INV002696,190.0,At Risk
INV002697,199.0,At Risk
INV002698,69.0,At Risk
INV002699,318.0,At Risk
INV002700,140.0,At Risk
INV002701,185.0,At Risk
INV002702,127.0,At Risk
INV002703,115.0,At Risk
INV002704,101.0,At Risk
INV002705,75.0,At Risk
INV002706,104.0,At Risk
INV002707,114.0,At Risk
INV002708,184.0,At Risk
INV002709,206.0,At Risk
INV002710,3.0,Active
INV002711,230.0,At Risk
INV002712,174.0,At Risk
INV002713,162.0,At Risk
INV002714,212.0,At Risk
INV002715,,Active
INV002716,332.0,At Risk
INV002717,188.0,At Risk
INV002718,171.0,At Risk
INV002719,170.0,At Risk
INV002720,237.0,At Risk
INV002721,,Active
INV002722,178.0,At Risk
INV002723,102.0,At Risk
INV002724,104.0,At Risk
INV002725,123.0,At Risk
INV002726,83.0,At Risk
INV002727,178.0,At Risk
INV002728,,Active
INV002729,155.0,At Risk
INV002730,,Active
INV002731,214.0,At Risk
INV002732,151.0,At Risk
INV002733,150.0,At Risk
INV002734,163.0,At Risk
INV002735,98.0,At Risk
INV002736,144.0,At Risk
INV002737,81.0,At Risk
INV002738,117.0,At Risk
INV002739,216.0,At Risk
INV002740,295.0,At Risk
INV002741,190.0,At Risk
INV002742,1.0,Active
INV002743,166.0,At Risk
INV002744,139.0,At Risk
INV002745,153.0,At Risk
INV002746,185.0,At Risk
INV002747,219.0,At Risk
INV002748,145.0,At Risk
INV002749,245.0,At Risk
INV002750,236.0,At Risk
INV002751,102.0,At Risk
INV002752,113.0,At Risk
INV002753,97.0,At Risk
INV002754,149.0,At Risk
INV002755,,Active
INV002756,336.0,At Risk
INV002757,206.0,At Risk
INV002758,223.0,At Risk
INV002759,124.0,At Risk
INV002760,,Active
INV002761,170.0,At Risk
INV002762,125.0,At Risk
INV002763,409.0,At Risk
INV002764,146.0,At Risk
INV002765,171.0,At Risk
INV002766,118.0,At Risk
INV002767,145.0,At Risk
INV002768,,Active
INV002769,103.0,At Risk
INV002770,213.0,At Risk
INV002771,306.0,At Risk
INV002772,102.0,At Risk
INV002773,405.0,At Risk
INV002774,185.0,At Risk
INV002775,117.0,At Risk
INV002776,187.0,At Risk
INV002777,324.0,At Risk
INV002778,276.0,At Risk
INV002779,112.0,At Risk
INV002780,145.0,At Risk
INV002781,93.0,At Risk
INV002782,151.0,At Risk
INV002783,126.0,At Risk
INV002784,125.0,At Risk
INV002785,254.0,At Risk
INV002786,115.0,At Risk
INV002787,123.0,At Risk
INV002788,124.0,At Risk
INV002789,141.0,At Risk
INV002790,284.0,At Risk
INV002791,285.0,At Risk
INV002792,207.0,At Risk
INV002793,125.0,At Risk
INV002794,111.0,At Risk
INV002795,,Active
INV002796,139.0,At Risk
INV002797,403.0,At Risk
INV002798,118.0,At Risk
INV002799,118.0,At Risk
INV002800,108.0,At Risk
INV002801,156.0,At Risk
INV002802,155.0,At Risk
INV002803,176.0,At Risk
INV002804,192.0,At Risk
INV002805,247.0,At Risk
INV002806,262.0,At Risk
INV002807,153.0,At Risk
INV002808,120.0,At Risk
INV002809,276.0,At Risk
INV002810,50.0,At Risk
INV002811,108.0,At Risk
INV002812,,Active
INV002813,101.0,At Risk
INV002814,198.0,At Risk
INV002815,52.0,At Risk
INV002816,129.0,At Risk
INV002817,258.0,At Risk
INV002818,192.0,At Risk
INV002819,69.0,At Risk
INV002820,144.0,At Risk
INV002821,179.0,At Risk
INV002822,145.0,At Risk
INV002823,138.0,At Risk
INV002824,130.0,At Risk
INV002825,281.0,At Risk
INV002826,150.0,At Risk
INV002827,200.0,At Risk
INV002828,141.0,At Risk
INV002829,136.0,At Risk
INV002830,219.0,At Risk
INV002831,139.0,At Risk
INV002832,121.0,At Risk
INV002833,209.0,At Risk
INV002834,144.0,At Risk
INV002835,233.0,At Risk
INV002836,,Active
INV002837,68.0,At Risk
INV002838,100.0,At Risk
INV002839,132.0,At Risk
INV002840,186.0,At Risk
INV002841,44.0,At Risk
INV002842,,Active
INV002843,186.0,At Risk
INV002844,,Active
INV002845,197.0,At Risk
INV002846,144.0,At Risk
INV002847,129.0,At Risk
INV002848,150.0,At Risk
INV002849,57.0,At Risk
INV002850,85.0,At Risk
INV002851,280.0,At Risk
INV002852,101.0,At Risk
INV002853,49.0,At Risk
INV002854,273.0,At Risk
INV002855,196.0,At Risk
INV002856,212.0,At Risk
INV002857,,Active
INV002858,234.0,At Risk
INV002859,198.0,At Risk
INV002860,280.0,At Risk
INV002861,184.0,At Risk
INV002862,145.0,At Risk
INV002863,130.0,At Risk
INV002864,175.0,At Risk
INV002865,66.0,At Risk
INV002866,213.0,At Risk
INV002867,167.0,At Risk
INV002868,156.0,At Risk
INV002869,202.0,At Risk
INV002870,139.0,At Risk
INV002871,30.0,Active
INV002872,199.0,At Risk
INV002873,140.0,At Risk
INV002874,192.0,At Risk
INV002875,98.0,At Risk
INV002876,145.0,At Risk
INV002877,111.0,At Risk
INV002878,190.0,At Risk
INV002879,125.0,At Risk
INV002880,,Active
INV002881,93.0,At Risk
INV002882,167.0,At Risk
INV002883,91.0,At Risk
INV002884,33.0,Active
INV002885,31.0,Active
INV002886,132.0,At Risk
INV002887,,Active
INV002888,167.0,At Risk
INV002889,452.0,At Risk
INV002890,109.0,At Risk
INV002891,114.0,At Risk
INV002892,164.0,At Risk
INV002893,106.0,At Risk
INV002894,187.0,At Risk
INV002895,171.0,At Risk
INV002896,110.0,At Risk
INV002897,147.0,At Risk
INV002898,111.0,At Risk
INV002899,207.0,At Risk
INV002900,136.0,At Risk
INV002901,131.0,At Risk
INV002902,35.0,Active
INV002903,92.0,At Risk
INV002904,135.0,At Risk
INV002905,142.0,At Risk
INV002906,92.0,At Risk
INV002907,,Active
INV002908,139.0,At Risk
INV002909,142.0,At Risk
INV002910,346.0,At Risk
INV002911,161.0,At Risk
INV002912,185.0,At Risk
INV002913,116.0,At Risk
INV002914,287.0,At Risk
INV002915,117.0,At Risk
INV002916,,Active
INV002917,260.0,At Risk
INV002918,,Active
INV002919,,Active
INV002920,298.0,At Risk
INV002921,103.0,At Risk
INV002922,305.0,At Risk
INV002923,220.0,At Risk
INV002924,37.0,At Risk
INV002925,128.0,At Risk
INV002926,193.0,At Risk
INV002927,144.0,At Risk
INV002928,107.0,At Risk
INV002929,168.0,At Risk
INV002930,127.0,At Risk
INV002931,157.0,At Risk
INV002932,96.0,At Risk
INV002933,89.0,At Risk
INV002934,98.0,At Risk
INV002935,95.0,At Risk
INV002936,,Active
INV002937,184.0,At Risk
INV002938,121.0,At Risk
INV002939,109.0,At Risk
INV002940,229.0,At Risk
INV002941,154.0,At Risk
INV002942,180.0,At Risk
INV002943,150.0,At Risk
INV002944,122.0,At Risk
INV002945,128.0,At Risk
INV002946,121.0,At Risk
INV002947,152.0,At Risk
INV002948,112.0,At Risk
INV002949,188.0,At Risk
INV002950,119.0,At Risk
INV002951,74.0,At Risk
INV002952,106.0,At Risk
INV002953,106.0,At Risk
INV002954,118.0,At Risk
INV002955,57.0,At Risk
INV002956,126.0,At Risk
INV002957,161.0,At Risk
INV002958,89.0,At Risk
INV002959,104.0,At Risk
INV002960,,Active
INV002961,231.0,At Risk
INV002962,,Active
INV002963,124.0,At Risk
INV002964,101.0,At Risk
INV002965,,Active
INV002966,98.0,At Risk
INV002967,391.0,At Risk
INV002968,269.0,At Risk
INV002969,71.0,At Risk
INV002970,150.0,At Risk
INV002971,178.0,At Risk
INV002972,,Active
INV002973,200.0,At Risk
INV002974,82.0,At Risk
INV002975,52.0,At Risk
INV002976,188.0,At Risk
INV002977,211.0,At Risk
INV002978,173.0,At Risk
INV002979,131.0,At Risk
INV002980,117.0,At Risk
INV002981,182.0,At Risk
INV002982,203.0,At Risk
INV002983,156.0,At Risk
INV002984,130.0,At Risk
INV002985,91.0,At Risk
INV002986,367.0,At Risk
INV002987,193.0,At Risk
INV002988,45.0,At Risk
INV002989,132.0,At Risk
INV002990,189.0,At Risk
INV002991,287.0,At Risk
INV002992,93.0,At Risk
INV002993,156.0,At Risk
INV002994,142.0,At Risk
INV002995,,Active
INV002996,108.0,At Risk
INV002997,115.0,At Risk
INV002998,6.0,Active
INV002999,,Active
INV003000,137.0,At Risk
INV003001,106.0,At Risk
INV003002,225.0,At Risk
INV003003,85.0,At Risk
INV003004,120.0,At Risk
INV003005,107.0,At Risk
INV003006,159.0,At Risk
INV003007,130.0,At Risk
INV003008,124.0,At Risk
INV003009,71.0,At Risk
INV003010,145.0,At Risk
INV003011,154.0,At Risk
INV003012,90.0,At Risk
INV003013,46.0,At Risk
INV003014,144.0,At Risk
INV003015,128.0,At Risk
INV003016,195.0,At Risk
INV003017,256.0,At Risk
INV003018,156.0,At Risk
INV003019,,Active
INV003020,208.0,At Risk
INV003021,156.0,At Risk
INV003022,96.0,At Risk
INV003023,259.0,At Risk
INV003024,91.0,At Risk
INV003025,59.0,At Risk
INV003026,215.0,At Risk
INV003027,173.0,At Risk
INV003028,183.0,At Risk
INV003029,225.0,At Risk
INV003030,230.0,At Risk
INV003031,216.0,At Risk
INV003032,260.0,At Risk
INV003033,102.0,At Risk
INV003034,118.0,At Risk
INV003035,76.0,At Risk
INV003036,138.0,At Risk
INV003037,156.0,At Risk
INV003038,103.0,At Risk
INV003039,,Active
INV003040,123.0,At Risk
INV003041,108.0,At Risk
INV003042,164.0,At Risk
INV003043,109.0,At Risk
INV003044,190.0,At Risk
INV003045,248.0,At Risk
INV003046,185.0,At Risk
INV003047,215.0,At Risk
INV003048,208.0,At Risk
INV003049,164.0,At Risk
INV003050,185.0,At Risk
INV003051,130.0,At Risk
INV003052,158.0,At Risk
INV003053,140.0,At Risk
INV003054,200.0,At Risk
INV003055,209.0,At Risk
INV003056,,Active
INV003057,97.0,At Risk
INV003058,106.0,At Risk
INV003059,284.0,At Risk
INV003060,94.0,At Risk
INV003061,121.0,At Risk
INV003062,110.0,At Risk
INV003063,112.0,At Risk
INV003064,97.0,At Risk
INV003065,106.0,At Risk
INV003066,186.0,At Risk
INV003067,149.0,At Risk
INV003068,204.0,At Risk
INV003069,192.0,At Risk
INV003070,132.0,At Risk
INV003071,87.0,At Risk
INV003072,177.0,At Risk
INV003073,99.0,At Risk
INV003074,123.0,At Risk
INV003075,128.0,At Risk
INV003076,221.0,At Risk
INV003077,212.0,At Risk
INV003078,126.0,At Risk
INV003079,158.0,At Risk
INV003080,118.0,At Risk
INV003081,163.0,At Risk
INV003082,73.0,At Risk
INV003083,83.0,At Risk
INV003084,227.0,At Risk
INV003085,246.0,At Risk
INV003086,187.0,At Risk
INV003087,106.0,At Risk
INV003088,71.0,At Risk
INV003089,89.0,At Risk
INV003090,225.0,At Risk
INV003091,199.0,At Risk
INV003092,187.0,At Risk
